Row;s_RTS_code;e_full_name;s_sec_type_name_dop;s_sec_form_name_full;s_zagolovok_adr;s_ISIN_code;s_CFI_code_2;s_trade_lot;s_step_price;s_currency_kotir;s_trade_in_date;f_is_exchanged;f_invc_full_name;КВАЛ;Торговый календарь
1173;NVS;JPMorgan Chase Bank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки JPMorgan Chase Bank, N.A., удостоверяющие права в отношении обыкновенных акций  Novartis AG;US66987V1098;EDSXFR;1,00;0,01;USD;25.02.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1174;NVST;Envista Holdings Corporation;Акции;Акции иностранного эмитента обыкновенные;;US29415F1049;ESVUFR;1,00;0,01;USD;10.11.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1175;NVTA;Invitae Corporation;Акции;Акции иностранного эмитента обыкновенные;;US46185L1035;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1176;NWE;NorthWestern Corp;Акции;Акции иностранного эмитента обыкновенные;;US6680743050;ESVUFR;1,00;0,01;USD;13.10.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1177;NWL;Newell Brands Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6512291062;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1178;NWLI;National Western Life Group, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US6385171029;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1179;NWS;News Corporation;Акции;Акции иностранного эмитента обыкновенные класса B;;US65249B2088;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1180;NWSA;News Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US65249B1098;ESRUFR;1,00;0,01;USD;14.06.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1181;NXPI;NXP Semiconductors N.V.;Акции;Акции иностранного эмитента обыкновенные;;NL0009538784;ESVUFN;1,00;0,01;USD;29.07.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1182;NXST;Nexstar Media Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US65336K1034;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1183;NYCB;New York Community Bancorp, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6494451031;ESVUFR;1,00;0,01;USD;26.10.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1184;NYT;The New York Times Company;Акции;Акции иностранного эмитента обыкновенные класса A;;US6501111073;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1185;O;Realty Income Corporation;Акции;Акции иностранного эмитента обыкновенные;;US7561091049;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1186;OC;Owens Corning;Акции;Акции иностранного эмитента обыкновенные;;US6907421019;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1187;ODFL;Old Dominion Freight Line, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6795801009;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1188;OFIX;Orthofix Medical Inc.;Акции;Акции иностранного эмитента обыкновенные;;US68752M1080;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1189;OGE;OGE Energy Corp.;Акции;Акции иностранного эмитента обыкновенные;;US6708371033;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1190;OGN;Organon & Co.;Акции;Акции иностранного эмитента обыкновенные;;US68622V1061;ESVUFR;1,00;0,01;USD;03.06.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1191;OGS;ONE Gas, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US68235P1084;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1192;OHI;Omega Healthcare Investors, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6819361006;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1193;OI;O-I Glass, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US67098H1041;ESVUFR;1,00;0,01;USD;31.12.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1194;OII;Oceaneering International, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6752321025;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1195;OIS;Oil States International, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6780261052;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1196;OKE;ONEOK, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6826801036;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1197;OKTA;Okta, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US6792951054;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1198;OLED;Universal Display Corporation;Акции;Акции иностранного эмитента обыкновенные;;US91347P1057;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1199;OLLI;Ollie’s Bargain Outlet Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6811161099;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1200;OLN;Olin Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6806652052;ESVUFR;1,00;0,01;USD;26.10.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1201;OMA0128;The Sultanate of Oman;Облигации;Облигации иностранного эмитента;;XS1750113661;DTFTFR;1,00;0,01;PCT;03.12.2019 0:00:00;;;НЕТ;Еврооблигации
1202;OMA0148;The Sultanate of Oman;Облигации;Облигации иностранного эмитента;;XS1750114396;DTFTFR;1,00;0,01;PCT;23.12.2019 0:00:00;;;НЕТ;Еврооблигации
1203;OMC;Omnicom Group Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6819191064;ESVUFR;1,00;0,01;USD;18.05.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1204;OMCL;Omnicell, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US68213N1090;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1205;OMF;OneMain Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US68268W1036;ESVUFR;1,00;0,01;USD;26.10.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1206;ON;ON Semiconductor Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6821891057;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1207;ONEM;1Life Healthcare, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US68269G1076;ESVUFR;1,00;0,01;USD;26.10.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1208;ONTO;Onto Innovation Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6833441057;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1209;ORA;Ormat Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6866881021;ESVUFR;1,00;0,01;USD;08.08.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
1210;ORCL;Oracle Corporation;Акции;Акции иностранного эмитента обыкновенные;;US68389X1054;ESVUFR;1,00;0,01;USD;26.10.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
1211;ORI;Old Republic International Corporation ;Акции;Акции иностранного эмитента обыкновенные;;US6802231042;ESVUFR;1,00;0,01;USD;08.08.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
1212;ORLY;O'Reilly Automotive, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US67103H1077;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00;;;НЕТ;Эмитенты с листингом в США
1213;OSH;Oak Street Health, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US67181A1079;ESVUFR;1,00;0,01;USD;10.11.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1214;OSIS;OSI Systems, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6710441055;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1215;OSK;Oshkosh Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6882392011;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1216;OSTK;Overstock.com, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6903701018;ESVUFR;1,00;0,01;USD;26.10.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1217;OSUR;OraSure Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US68554V1089;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
1218;OTIS;Otis Worldwide Corporation;Акции;Акции иностранного эмитента обыкновенные;;US68902V1070;ESVUFR;1,00;0,01;USD;06.04.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1219;OVV;Ovintiv Inc.;Акции;Акции иностранного эмитента обыкновенные;;US69047Q1022;ESVUFR;1,00;0,01;USD;31.01.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1220;OXY;Occidental Petroleum Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6745991058;ESVUFR;1,00;0,01;USD;26.10.2016 0:00:00;;;НЕТ;Эмитенты с листингом в США
1221;OZON;The Bank of New York Mellon;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки The Bank of New York Mellon, удостоверяющие права в отношении обыкновенных акций  Ozon Holdings PLC;US69269L1044;EDSXFR;1,00;0,01;USD;24.11.2020 0:00:00;;;НЕТ;Эмитенты с листингом в США
1222;PAAS;Pan American Silver Corp.;Акции;Акции иностранного эмитента обыкновенные;;CA6979001089;ESVUFR;1,00;0,01;USD;03.09.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1223;PACB;Pacific Biosciences of California, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US69404D1081;ESVUFR;1,00;0,01;USD;03.09.2021 0:00:00;;;НЕТ;Эмитенты с листингом в США
1224;PAG;Penske Automotive Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US70959W1036;ESVUFR;1,00;0,01;USD;28.01.2022 0:00:00;;;НЕТ;Эмитенты с листингом в США
1225;PAGS;PagSeguro Digital Ltd.;Акции;Акции иностранного эмитента обыкновенные класса A;;KYG687071012;ESVUFR;1,00;0,01;USD;20.08.2019 0:00:00;;;НЕТ;Эмитенты с листингом в США
